"KTM","390 Duke ABS","2014","24000"," KTM 390 Duke  Model: Feb 2014, Second Owner  Insurance until Feb 2020, with IDV 1.16Lakh  A very well maintained KTM 390 Duke done 24000 kms, service done at KTM service center (dealership Service record).  @22000 kms changed to new tyres, Chain Sprocket set. Upgraded to slipper clutch.  Accessories  •	KTM orange parts i.e Bake resoviour caps, Handle bar Stay,   •	Frame Sliders,   •	Fork Protectors,  •	4 Led Fog Lamps,   •	Windshield,  •	Iridium Spark Plug,  •	Aftermarket Air filter, ","Rajajinagar Industrial Town, Bengaluru, Karnataka","May 3"
"KTM","Duke 200","2014","35000"," KTM Duke 200 well condition all documents are running but 4 hand first u try test drive den talk about bike ","Deepanjali Nagar, Bengaluru, Karnataka","May 2"
"KTM","RC","2016","13500"," Single owner  Showroom maintained   Insurance running  Reason for selling looking for upgrade   Serious buyers contact ","Padarayanapura, Bengaluru, Karnataka","May 2"
"KTM","390 Duke ABS","2013","40000"," KTM Duke 390 for sale in immaculate condition, new set of Pirelli tyres, new chain sprocket, new brake pads and new battery. Contact me for more information. Selling it as I'm moving abroad. ","Banashankari Stage 2, Bengaluru, Karnataka","May 2"
"KTM","RC","2016","13500"," ktm rc 200 /2016 model/ in very good condition, no ktm stock stickers, no running insurance.  the bike hasn't been altered with any parts  1st owner  . 13000+kms  recently serviced before 2-3 months.   no problem regarding the engine or any other parts. ","Hanumantha Nagar, Bengaluru, Karnataka","May 1"
"KTM","Duke 200","2018","5000"," 1st owner like new insurance valid fantastic condition ","Banashankari, Bengaluru, Karnataka","Apr 30"
"KTM","RC","2017","11000"," Ktm rc200 orange colour ","Hanumantha Nagar, Bengaluru, Karnataka","Apr 30"
"KTM","390 Duke ABS","2018","9600"," Selling my one year old Duke 390...its the only bike with orange and white tanks on either side..Price is negotiable ","Shivananda Nagar, Bengaluru, Karnataka","Apr 30"
"KTM","Duke 200","2015","40000"," Duke 200 in good condition insurance laps ","Someshwaranagar, Bengaluru, Karnataka","Apr 29"
"KTM","Duke 200","2017","8500"," All documents are up to date recently transferred accident free vehicle contact number 8884033712 ","RV Road, Bengaluru, Karnataka","Apr 28"
"KTM","RC","2016","11500"," Bike is in great and stock condition , not even single scratch , single owner fc , Insurance all documents is clear , Bike is in stock exactly like showroom bike and even added performance side frame and under Belli sticker,  I’m using it very often so wanna sell it to who are passionate about bikes.   Interested people DM , time pass people stay away. ","RPC layout, Bengaluru, Karnataka","Apr 28"
"KTM","Duke 200","2012","18000"," Hi Frnz i have KTM Duke 200.. bike is in very good condition recently serviced model 2012.. price 73 k call me at 9945500061 ","Basavanagudi, Bengaluru, Karnataka","Apr 27"
"KTM","RC","2015","16000"," Hi everyone i have KTM Rc 390 c.c bike is like showroom condition single owner from showroom recently serviced model 2015 ending.. price 1.30k ","Basavanagudi, Bengaluru, Karnataka","Apr 26"
"KTM","Duke 200","2015","18000"," KTM DUKE for sale good condition good tyres if interested contact 78298..70018 ","Basavanagudi, Bengaluru, Karnataka","Apr 25"
"Other Brands","Others","2015","17200"," 9945425237. KTM DUKE 200. FOR SALE. MODEL 2015. IN GOOD CONDITION. PRICE 97,500 SLIGHTLY NEGOTIABLE. FOR MORE DETAILS CONTACT ME. ","Basavanagudi, Bengaluru, Karnataka","Apr 25"
"KTM","RC","2017","11000"," Working good condition, used only me ","Banagiri Nagar, Bengaluru, Karnataka","Apr 24"
"KTM","390 Duke ABS","2018","855"," Brand new Duke 390 ABS version. single owner with 5 year insurance  Contact no: 9.0.0.8.5.1.7.9  7.6  NOTE: Time passers stay away leave msg or call only if u have cash ","Lalbagh Road, Bengaluru, Karnataka","Apr 23"
"KTM","390 Duke ABS","2014","25441"," I'm second owner duke 390 immediate sale very rarely used done lots of accessories. Led light, windshield, new battery, rim stickers,mobile holder, moxi lever   tail tidy, yoshimura exhaust. Taste fully modified , mileage 27 I'm getting in city   ( reason for selling not driving gear bike so ) dealer not for u so only for serious buyers price fixed ","Cholurpalya, Bengaluru, Karnataka","Apr 23"
"KTM","Duke 200","2015","39000"," Well maintained gud condition if ur interest contact me ","Metro Layout Nayand Halli, Bengaluru, Karnataka","Apr 23"
"KTM","Duke 200","2015","15000"," Ktm duke 200c 2015 modal vary good conditions I am a singal ownar whit Ins ","VV Puram Parvatipuram, Bengaluru, Karnataka","Apr 23"
"KTM","Duke 200","2016","22000"," Well maintained bike   Single owner  Brand new tyres and service is done  Insurance as been lapse if u want it will be paid  Due to some medical issues I'm selling my bike  Interested buyers contact me at 99455 0461.2  Price slightly negotiable ","Rajaji Nagar, Bengaluru, Karnataka","Apr 22"
"KTM","Duke 200","2013","27000"," Ktm duke 200is in good condition insurence laps single owner need to replace only chainspocket and meter..... And this bike actual colout is orenge iam changing the body kit to black Other wise it is in good running condition ","Lakkasandra Extension, Bengaluru, Karnataka","Apr 22"
"KTM","RC","2015","21000"," Company maintained full service call 7676.117744  Recently serviced   Back new tires ","Agrahara Dasarahalli, Bengaluru, Karnataka","Apr 20"
"KTM","RC","2015","27000"," KTM RC 200, 2015 model with good condition ","Vijaya Nagar, Bengaluru, Karnataka","Apr 20"
"KTM","RC","2016","21700"," maintained in an mint condition, selling it because of an upgradation, single owner and genuine bike for sure ","NR Colony, Bengaluru, Karnataka","Apr 19"
"KTM","RC","2016","11300"," Interested people call me  chip buyrs immediately back no time pass k ","Malleshwaram, Bengaluru, Karnataka","Apr 19"
"KTM","Duke 200","2017","13500"," Bike KTM Duke 250. For 1,70,000₹ ","Hampi Nagar, Bengaluru, Karnataka","Apr 19"
"KTM","RC","2015","18000"," Ktm rc 390 in good conditon second owner ","RK Layout 2nd Stage, Bengaluru, Karnataka","Apr 18"
"KTM","RC","2015","39000"," KTM RC 200 for sale, model 2015, 39000km driven, valid Insurance and timely service done ","Karanataka bangalore nagarabhavi 2nd stage, Bengaluru, Karnataka","Apr 18"
"KTM","Duke 200","2018","1500"," good condition ","Vijay Nagar, Bengaluru, Karnataka","Apr 16"
"KTM","390 Duke ABS","2016","24500"," Urgent selling ","Nethaji Layout, Bengaluru, Karnataka","Apr 16"
"KTM","Others","2014","36000"," It’s in vry good condition seriously buyers can contact me KTM 200cc wel maintained bike ","Vasanth nagar, Bengaluru, Karnataka","Apr 16"
"KTM","Duke 200","2013","18000"," Rally prep. Showa suspention. Engine gaurd. 19 inch rim front.  Steel footpegs nd lot more. ","Infantry Road, Bengaluru, Karnataka","Apr 15"
"KTM","Duke 200","2016","12000"," Single owner good condition insurance is done ","VV Puram, Bengaluru, Karnataka","Apr 15"
"KTM","RC","2015","25000"," I am selling it because I am going other country for higher studies ","Malleshwaram, Bengaluru, Karnataka","Apr 14"
"KTM","Duke 200","2015","25000"," Very good cndition ..   Showroom mantanace  Display is not warking   2nd ownar   2 tayars new  All documents are parfact   KA-19 -- registration  But bike in Mangalore  ... More details. Contact ----7483123391 ","M C Layout, Bengaluru, Karnataka","Apr 14"
"KTM","RC","2018","2400"," Good condition ","Rajajinagar Industrial Town, Bengaluru, Karnataka","Apr 13"
"KTM","390 Duke ABS","2018","3400"," Showroom condition KTM DUKE 390 2018 model, hardly driven, in pristine immaculate scratchless condition.  Regularly serviced at KTM authorised service centre.  Color scheme white and orange   All original pictures have been uploaded.  Driven 3400 kms  Purchased Aug 2018  Selling as i don’t make full use of the vehicle.  Slightly negotiable!  Low ballers keep away. ","Karanataka bangalore nagarabhavi 2nd stage, Bengaluru, Karnataka","Apr 12"
"KTM","390 Duke ABS","2017","16000"," Duke 390cc bs4 varient bike is in mint condition single owner recently serviced not even single scratch for immediate sale ","VV Puram Parvatipuram, Bengaluru, Karnataka","Mar 29"
"Bajaj","Discover","2012","38000"," Serious buyes only urgent need money all documents upto date nthg single damage ","Vijay Nagar, Bengaluru, Karnataka","Mar 27"
"KTM","390 Duke ABS","2018","5800"," KTM DUKE 390c 2018 just 10 month old vary good condition I am a singal ownar whit in’s ","VV Puram Parvatipuram, Bengaluru, Karnataka","Mar 26"
"KTM","390 Duke ABS","2018","6200"," KTM DUKE 390c 2018 modal I am a singal ownar vary good condition ","VV Puram Parvatipuram, Bengaluru, Karnataka","Mar 21"
"KTM","RC","2015","8000"," I am selling my KTM 390 RC . With upright handle and stock handle also available.  It's in good condition with latest model stickering. I am the second owner ","West of Chord Road Stage 2 Mahalakshmipuram, Bengaluru, Karnataka","Mar 15"
"KTM","390 Duke ABS","2016","15000"," First owner n recently a week back services Done in KTM showroom maintenance fancy reg no:-KA 01 HP 9009 ","Chennammana Kere, Bengaluru, Karnataka","Mar 13"
"KTM","RC","2015","38000"," It’s very good condition and alla update ","Museum Road, Bengaluru, Karnataka","Mar 11"
"KTM","RC","2015","6150"," Well maintained Good condition ","Shanthi Nagar South Block, Bengaluru, Karnataka","Feb 20"
"KTM","RC","2017","40000"," Fully modified wrapped and Well  maintained in good condition and stunt ready rc200 ","Banashankari, Bengaluru, Karnataka","Feb 4"
"KTM","RC","2017","20000"," 2017 manufactured   2017 March registered  Well maintained   Only Bench negotiation  Interested people call   9632650670 ","Attiguppe, Bengaluru, Karnataka","Jan 18"
"KTM","Duke 200","2015","29000"," Ktm duck 200   Showroom condition up   Single owner ","Govindaraja Nagar Ward, Bengaluru, Karnataka","Jan 18"
"KTM","Duke 200","2017","10000"," 2017 KTM Duke 200 10000 Kms urgent requirement money insurance lapsed ","Bapuji Nagar Stage 2, Bengaluru, Karnataka","Jan 8"
"KTM","Duke 200","2016","11000"," 2016 KTM Duke 200 ","Avenue Road, Bengaluru, Karnataka","Dec 12"
"KTM","Others","2017","14000"," 1 Mint condition  2 Good milage of 40kmpl  3 I am 2nd user  4 selling it because of financial emergency   5 Superb pick up  6 good Tyre condition  7 Insurance up to 04/2020  8 No Loan  9 Price slightly negotiable.  10 Service is done recently..next service will be after 7500Kms ","Karanataka bangalore nagarabhavi 2nd stage, Bengaluru, Karnataka","Nov 11"
"KTM","RC","2015","27000"," It's a KTM RC 390 in pristine condition ,single owner with company maintained service history available. comprehensive Insurance with 45% NCB  valid till April 2020. Low ballers & time passers stay... Serious & geniune buyers contact me on 9,0,1,9,2,4,0,909. No reply over msgs.. it is fixed price.. please contact me if have the budget only.. cheap offers & unrealistic prices will not get any reply or blocked.. ","Uvce Layout, Bengaluru, Karnataka","Oct 1"
"KTM","390 Duke ABS","2013","11000"," 2013 Oct model single owner KTM Duke 390   Fancy No...  Around 10000 kms driven only on highways   Selling it coz I'm not riding long distance much.  No accident No alterations. Stock bike in mint condition  Via Terra saddle bags and USB charging ports also included   Slightly negotiable ","Rajajinagar Industrial Town, Bengaluru, Karnataka","Jan 18"
"KTM","Duke 200","2012","500"," Ktm Swing Arm N Its Accesories ","Nayanda Halli, Bengaluru, Karnataka","Jan 16"
"KTM","Duke 200","2012","40000"," RC insurance complete no damage no. Showroom condition ","Chikka Adugodi, Bengaluru, Karnataka","Today"
"KTM","390 Duke ABS","2018","5500"," Good condition no denting painting opening showroom condition urgently sell all documents completely ","Andrahalli, Bengaluru, Karnataka","Today"
"KTM","390 Duke ABS","2014","17000"," Ktm duke 390 well maintained less driven with 2 years insurance remaining have changed handle bar set and gear leaver and doom   have all original parts ","New BEL Road, Bengaluru, Karnataka","Today"
"KTM","Duke 200","2015","18000"," duke 200 for sale its in good condition well maintained all service ar done interested people call me plz ","Jayanagar, Bengaluru, Karnataka","Today"
"KTM","Duke 200","2016","17000"," Bike in good condition   Single owner   No accidents   Recently serviced ","Upadhyaya Layout, Bengaluru, Karnataka","Today"
"KTM","RC","2018","10000"," RC390 only one year old, in mint condition. ","BTM Layout Stage 2, Bengaluru, Karnataka","Today"
"KTM","RC","2016","6800"," I want to sell my ktm rc 200 in showroom condition contact me in any one interest  8050373661 ","Devara Jeevanahalli, Bengaluru, Karnataka","Today"
"KTM","RC","2016","25000"," First owner ,bike is in net condition, services are down in KTM showroom planning to move Saudi so selling my bike ","Nilsandra, Bengaluru, Karnataka","Today"
"KTM","RC","2017","15000"," Ktm RC 200, timely serviced, 1st owner, in a mint condition, shell petrol used, lubrication done for every 500 kms, interested buyers please ping me ","Mahadeshwara Nagar, Bengaluru, Karnataka","Today"
"KTM","Duke 200","2016","30000"," Wanna upgrade to next level ","Bhavani Nagar Stage 2, Bengaluru, Karnataka","Yesterday"
"KTM","RC","2018","20000"," Good maintaining ","Begalakunte, Bengaluru, Karnataka","Yesterday"
"KTM","Others","2017","9500"," KTM 250 CC  August 2017 fancy number single owner with good condition ","Kaval Byrasandra, Bengaluru, Karnataka","Yesterday"
"KTM","Duke 200","2015","20949"," Very good condition with regular services ","Bhoopasandra, Bengaluru, Karnataka","Yesterday"
"KTM","Duke 200","2013","36172"," Bike in good condition, both are new tyres, insurance up to 2020, I'm second owner, slightly negotiable. ","HSR Layout, Bengaluru, Karnataka","Yesterday"
"KTM","Duke 200","2016","20000"," In good condition ","RT Nagar, Bengaluru, Karnataka","2 days ago"
"KTM","390 Duke ABS","2018","4000"," i want to sell I book new Yamaha R1 1000cc bike ","Dodda Bommasandra, Bengaluru, Karnataka","3 days ago"
"KTM","Duke 200","2018","3500"," I’m second owner duke 200 3.5km driven Con 9036300093 ","Kengeri, Bengaluru, Karnataka","3 days ago"
"KTM","RC","2015","39000"," I am the second owner of the bike....  Ktm rc 200 well maintained...  No negotiations at all ","BTM Layout Stage 2, Bengaluru, Karnataka","3 days ago"
"KTM","Duke 200","2013","42100"," KTM Duke Austrian edition, mint condition, rarely used(42100 km only). Genuine buyers only.Random bargainers please stay away. Price is fixed no bargain plz ","HSR Layout, Bengaluru, Karnataka","3 days ago"
"KTM","Others","2019","1200"," Ktm Duke 250 ABS 2019 Model. 1200 KMS done.  Interested Guy Please Conatct Me On 9740839299 ","Shantiniketan Layout, Bengaluru, Karnataka","3 days ago"
"KTM","390 Duke ABS","2015","7500"," I have hardly used my vehicle. It is in very good condition. ","JP Nagar Phase 2, Bengaluru, Karnataka","3 days ago"
"KTM","Duke 200","2012","39000"," Bike is in good condition. No accident. no damage . Documents all in running.    Ph: 6.3.6.1.6.0.2.5.9.7        9.7.4.2.8.4.4.4.2.7  2nd《second 》 OWNER ","BTM Layout, Bengaluru, Karnataka","3 days ago"
"KTM","Duke 200","2018","20000"," I want mony urgent ","Bangalore Airport Area, Bengaluru, Karnataka","4 days ago"
"KTM","RC","2016","12800"," Urgent sale am moving to ma Native place ","JP Nagar, Bengaluru, Karnataka","4 days ago"
"KTM","Duke 200","2014","22206"," Taking new Rc 390   Bike name : ktm Duke 200  Model : 2014   Km driven : 22206  Owner : 2nd owner   Well maintained   Or exchange with RC 390 or Duke 390  Contact us for more information ","Mathikere, Bengaluru, Karnataka","5 days ago"
"KTM","Duke 200","2013","14100"," Single owner  Less ridden  Mileage 35-37kmpl  Serviced in ktm showroom for every 2000kms  No single scratches  Clear documents  No need to invest single rupee  Price sligtly negotiable  Whatsapp-8197550959 ","RT Nagar, Bengaluru, Karnataka","5 days ago"
"KTM","RC","2015","15000"," Bikes is in perfect condition. It went for showroom service only. Insurance is lapsed. Everything else is perfect. I have a TBG jacket that I'm willing to give away for the right buyer. ","Indira Nagar, Bengaluru, Karnataka","5 days ago"
"KTM","Duke 200","2014","56"," It's in mint condition. 1 owner . insurance laps . interested ppl msg me. heavy bargaining ppl stay away ","St Johns Road, Bengaluru, Karnataka","5 days ago"
"KTM","Duke 200","2012","27000"," I wanna see ma bike Duke 200 orange 2nd owner mint condition recently done all services nothing issue on the bike only thing fa selling ma bike is I 3bikes left so oly  if any one interested call me soon 9972766069 ","Hebbal, Bengaluru, Karnataka","5 days ago"
"KTM","390 Duke ABS","2014","9"," 2014 KTM duke 390 rally build bike for sale   • Custom chassis   • Himalayan front fork assembly   • custom tanks 18 liter ++ capacity   • Himalayan spoke wheels both front (21 inch) and back (18inch)  Good condition Offroad Mrf tyre on front wheel  Ceat dual sport tyre on the rare  •Himalayan linkage suspension on the rare   •Himalayan swingarms   •Custom seats   •auxiliary lights  •new battery  •new clutch   •Offroad foot pegs setup  •Custom engine guards   •stainless headers with go exhaust   •open filters etc  All papers ready ","Koramangala, Bengaluru, Karnataka","5 days ago"
"KTM","390 Duke ABS","2014","13000"," Up for sale is a KTM Duke 390 Abs November model in pristine condition. I am the FIRST owner and the bike is very sparingly used, never been dropped, abused, always handled with care and accident free.   Regularly serviced at KTM authorised service centers with an extended warranty intact, AMC membership and insurance paid for.   The kilometers driven is 13k which is extremely low as you can see from the picture attached.   This bike is NOT like every other 390 duke out there and comes with a host of cosmetic modifications and added accessories.  The colour scheme is white & orange but the bike has limited edition KTM powerparts race edition decal wraps which really makes the ride pop out.   - KTM powerparts original tank protector installed.  - KTM powerparts original fuel cap protector installed.   Lastly, I have installed a custom Bosch HID projector lamp set up worth INR nine thousand instead of the stock halogen bulbs that gives great night time visibility while also making this machine fantastic for touring.  Selling as I am relocating. So, if you are passionate about motorcycles and are in the market for a beautiful machine, look no further and do get in touch.   --- The price is slightly negotiable ---  NOTE : Time wasters and low ballers please stay away. Also, no exchange. ","Victoria Road, Bengaluru, Karnataka","5 days ago"
"KTM","RC","2016","6700"," Ktm rc 200 ","Devarajeevana Halli, Bengaluru, Karnataka","5 days ago"
"KTM","390 Duke ABS","2017","18000"," Negotiable to buy , in a good condition, and rarely used bike ","Frazer Town, Bengaluru, Karnataka","5 days ago"
"KTM","390 Duke ABS","2018","7100"," I am selling my bike, which has been maintained like as in showroom, never shared to anyone. Nano Ceramic coating done, every 500kms visited for service center for general maintenance. Never taken for long journey, I am gettin very good mileage 24 to 26 kmpl. on time service done. ","Kumaraswamy Layout Stage 1, Bengaluru, Karnataka","6 days ago"
"KTM","Duke 200","2012","19500"," The bike is in Excellent Condition come and see the bike  and then ask the offer don’t ask for cheap price   The bike  is in Tumkur   2012 Model   Insurance Running   Brand new tyre  Call for information 9148101724 ","Bangalore City Municipal Corporation Layout, Bengaluru, Karnataka","6 days ago"
"KTM","Duke 200","2014","50000"," Good candishan ","Jayanagar, Bengaluru, Karnataka","6 days ago"
"KTM","Duke 200","2015","16000"," For emergency ","Magadi Road, Bengaluru, Karnataka","6 days ago"
"KTM","Duke 200","2014","14580"," 2nd owner running insurance valid still 11month urgent sell ","Rajarajeshwari Nagar, Bengaluru, Karnataka","6 days ago"
"KTM","Duke 200","2016","12998"," Well maintained ktm  duke 200 for sale/ ","HSR Layout, Bengaluru, Karnataka","6 days ago"
"KTM","RC","2017","9000"," Moving out of states so need to sell bike immediately. There is minor scratches on bike stickers so price will be slightly negotiable. ","Koramangala, Bengaluru, Karnataka","6 days ago"
"KTM","Duke 200","2012","27000"," I wanna sell ma KTM DUKE 200 Well maintained mint condition tyres are gud rear tyre upto 90 gud front tyre 50gud first part insurance still running upto November recently service was done not even single Part pending to do take and ready to ride  For more information call this number 9972.766.069 ","Hebbal, Bengaluru, Karnataka","6 days ago"
"KTM","Duke 200","2018","12000"," Hey guys it's my Duke 200 with an showroom condition and fully body tint of 6k not even a single scratch and insurance till 2021 ","Sultanpalya, Bengaluru, Karnataka","6 days ago"
"KTM","390 Duke ABS","2016","5000"," KTM 390 abs duke ,2016 model in excellent condition , well   maintained ,without scratch,dent etc ","Kumaraswamy Layout Stage 1, Bengaluru, Karnataka","Apr 23"
"KTM","390 Duke ABS","2016","15000"," Make: KTM   Model: Duke 390 ABS March 2016  KMs : ~15000kms  Purchase Price: ~247000/-  Expected price: 180000/- Negotiable  Registration: Karnataka  Insurance valid till March 2020  Recently serviced  The bike is in great condition, all stock and no modifications done.  Will need rear tyre and clutch disc replacement in the next service ","Koramangala, Bengaluru, Karnataka","7 days ago"
"KTM","Duke 200","2014","38000"," Ktm duke 200 .   2nd owner .  Front and back Michelin tyres.  All documents  upto date ..  More details  contact  me . ","Dodda Bommasandra, Bengaluru, Karnataka","May 4"
"KTM","390 Duke ABS","2015","17500"," I am the 2nd Owner for the Bike   Excellent condition  All services done @ KTM showroom before a day  Ready to use the bike  Low bargainers Stay Away   Insurance is Expired ","BTM Layout, Bengaluru, Karnataka","May 4"
"KTM","Duke 200","2018","3500"," It's showroom condition 3.5k km driven con 90363009.3 ","Kengeri, Bengaluru, Karnataka","May 4"
"KTM","RC","2018","4995"," KTM RC 390 for sale.Mint condition done only 4995 kms. ","Kamanahalli, Bengaluru, Karnataka","May 4"
"KTM","Duke 200","2015","29000"," Ktm duck 200 2015 Black colour Showroom condition up to date document  Full accessories feting  Vehicle are Certified by auto india  One month Engine warranty crankshaft garbox only  All document verified  All RTO work done hear  Yes bikes Available we hava multiple option suggest you visit At store AUTO INDIA  Location search AUTO INDIA BANGALORE  #1btm19th 8th cr opp UCO bank blr 560029  Heavy bargainers stay away Timing 10 am to 8 pm 7 days. ","BTM Layout Stage 1, Bengaluru, Karnataka","May 4"
"KTM","RC","2017","14000"," KTM RC 390 2017 MODEL  KMS RUN -14000  INSURANCE UPTO JULY 2020  WITH 2 EXTRA NEW TYRES (METZELER)  WITH 2 EXTRA SPARE PARTS REAR BREAK LEVER  AND GEAR LEVER  IN TOP NOTCH CONDITION ","Vidyamanya Nagar, Bengaluru, Karnataka","Mar 10"
"KTM","RC","2014","30000"," Bike is in mint condition, very well maintained! ","Hebbal, Bengaluru, Karnataka","May 3"
"KTM","Duke 200","2014","38000"," Duke 200 , showroom maintenance 2nd owner, no scratch , All documents are Running ","Jayanagar, Bengaluru, Karnataka","May 3"
"KTM","Duke 200","2018","2"," Moving sale. Only 6 months old ( Bought on Oct 24'18 for my son b-day).   1. Electronic foot accelerator, which also functions as a brake when the foot is off the accelerator pedal.   2. Tube Tire like normal big vehicle. so driving on roads will be great. ( not like plastic tires)  3.  The bike includes usb facility for external music play. Suitable for kids from 2 years to 6 years of age.   4. Very comfortable seats and Speed = 3km/hr.   5. Child weight max. Capacity 24 kgs  6. In build Battery. Charger included. 12V- 3 hrs of charge gives 7 hrs of driving. ","Hebbal Kempapura, Bengaluru, Karnataka","May 3"
"KTM","Others","2017","32000"," KTM duke for sale #single owner. Insurance upt to 2021. In perfect condition. 18 months old. Well maintained. # ready to ride. Negotiable for interested buyers. ","Hebbal, Bengaluru, Karnataka","May 3"
"KTM","390 Duke ABS","2018","5000"," It's my orange beast I call it... KTM DUKE 390.  IN TOP NOTCH CONDITION. ","Annapurneshwari, Bengaluru, Karnataka","May 2"
"KTM","RC","2015","24000"," Im planing buy beneli 300 ","Ejipura, Bengaluru, Karnataka","May 2"
"KTM","390 Duke ABS","2017","14000"," 2017 KTM 390 ABS ","Kodihalli, Bengaluru, Karnataka","May 2"
